[2025-03-09T09:12:18.497+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-03-09T09:12:18.538+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: fetch_nexon_data_sequential.collect_and_save_match_data_to_json_to_s3 scheduled__2025-03-08T01:00:00+00:00 [queued]>
[2025-03-09T09:12:18.552+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: fetch_nexon_data_sequential.collect_and_save_match_data_to_json_to_s3 scheduled__2025-03-08T01:00:00+00:00 [queued]>
[2025-03-09T09:12:18.553+0000] {taskinstance.py:2306} INFO - Starting attempt 3 of 3
[2025-03-09T09:12:18.566+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): collect_and_save_match_data_to_json_to_s3> on 2025-03-08 01:00:00+00:00
[2025-03-09T09:12:18.574+0000] {standard_task_runner.py:63} INFO - Started process 14788 to run task
[2025-03-09T09:12:18.578+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'fetch_nexon_data_sequential', 'collect_and_save_match_data_to_json_to_s3', 'scheduled__2025-03-08T01:00:00+00:00', '--job-id', '46', '--raw', '--subdir', 'DAGS_FOLDER/collect_match_info.py', '--cfg-path', '/tmp/tmpwa5jpe54']
[2025-03-09T09:12:18.581+0000] {standard_task_runner.py:91} INFO - Job 46: Subtask collect_and_save_match_data_to_json_to_s3
[2025-03-09T09:12:18.645+0000] {task_command.py:426} INFO - Running <TaskInstance: fetch_nexon_data_sequential.collect_and_save_match_data_to_json_to_s3 scheduled__2025-03-08T01:00:00+00:00 [running]> on host 40942f81e2c9
[2025-03-09T09:39:26.036+0000] {collect_match_info.py:65} ERROR - 3회 재시도 실패 - url=https://open.api.nexon.com/fconline/v1/id?nickname=%EB%88%84%EC%9C%A0
[2025-03-09T09:39:26.094+0000] {collect_match_info.py:55} WARNING - 429 발생 - 1/5회 시도 중... 키 교체
[2025-03-09T09:39:26.094+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:26.653+0000] {collect_match_info.py:55} WARNING - 429 발생 - 2/5회 시도 중... 키 교체
[2025-03-09T09:39:26.654+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_1a9576030c5be59d1af81f68f313cb62a733ad7a26ff4aed0fe3dafbec5feab5efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:27.213+0000] {collect_match_info.py:55} WARNING - 429 발생 - 3/5회 시도 중... 키 교체
[2025-03-09T09:39:27.214+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5158b452e040b6f801cbae66cb00e98b9630d24495ce64667f793541e92fb1b9efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:27.766+0000] {collect_match_info.py:55} WARNING - 429 발생 - 4/5회 시도 중... 키 교체
[2025-03-09T09:39:27.767+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:28.338+0000] {collect_match_info.py:55} WARNING - 429 발생 - 5/5회 시도 중... 키 교체
[2025-03-09T09:39:28.338+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:28.839+0000] {collect_match_info.py:65} ERROR - 3회 재시도 실패 - url=https://open.api.nexon.com/fconline/v1/id?nickname=Mr%EC%9B%90%ED%94%BC%EC%8A%A4
[2025-03-09T09:39:28.896+0000] {collect_match_info.py:55} WARNING - 429 발생 - 1/5회 시도 중... 키 교체
[2025-03-09T09:39:28.897+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_1a9576030c5be59d1af81f68f313cb62a733ad7a26ff4aed0fe3dafbec5feab5efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:29.456+0000] {collect_match_info.py:55} WARNING - 429 발생 - 2/5회 시도 중... 키 교체
[2025-03-09T09:39:29.457+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5158b452e040b6f801cbae66cb00e98b9630d24495ce64667f793541e92fb1b9efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:30.024+0000] {collect_match_info.py:55} WARNING - 429 발생 - 3/5회 시도 중... 키 교체
[2025-03-09T09:39:30.025+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:30.580+0000] {collect_match_info.py:55} WARNING - 429 발생 - 4/5회 시도 중... 키 교체
[2025-03-09T09:39:30.581+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:31.136+0000] {collect_match_info.py:55} WARNING - 429 발생 - 5/5회 시도 중... 키 교체
[2025-03-09T09:39:31.137+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_1a9576030c5be59d1af81f68f313cb62a733ad7a26ff4aed0fe3dafbec5feab5efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:31.638+0000] {collect_match_info.py:65} ERROR - 3회 재시도 실패 - url=https://open.api.nexon.com/fconline/v1/id?nickname=ABCx%EB%89%B4%EC%A7%84%EC%8A%A4
[2025-03-09T09:39:31.693+0000] {collect_match_info.py:55} WARNING - 429 발생 - 1/5회 시도 중... 키 교체
[2025-03-09T09:39:31.694+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5158b452e040b6f801cbae66cb00e98b9630d24495ce64667f793541e92fb1b9efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:32.248+0000] {collect_match_info.py:55} WARNING - 429 발생 - 2/5회 시도 중... 키 교체
[2025-03-09T09:39:32.249+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:32.805+0000] {collect_match_info.py:55} WARNING - 429 발생 - 3/5회 시도 중... 키 교체
[2025-03-09T09:39:32.806+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:33.363+0000] {collect_match_info.py:55} WARNING - 429 발생 - 4/5회 시도 중... 키 교체
[2025-03-09T09:39:33.363+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_1a9576030c5be59d1af81f68f313cb62a733ad7a26ff4aed0fe3dafbec5feab5efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:33.922+0000] {collect_match_info.py:55} WARNING - 429 발생 - 5/5회 시도 중... 키 교체
[2025-03-09T09:39:33.923+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5158b452e040b6f801cbae66cb00e98b9630d24495ce64667f793541e92fb1b9efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:34.424+0000] {collect_match_info.py:65} ERROR - 3회 재시도 실패 - url=https://open.api.nexon.com/fconline/v1/id?nickname=%ED%99%94%EA%B0%80%EB%82%9C%EC%A0%95%EA%B0%95%EC%9D%B4
[2025-03-09T09:39:34.491+0000] {collect_match_info.py:55} WARNING - 429 발생 - 1/5회 시도 중... 키 교체
[2025-03-09T09:39:34.491+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:35.048+0000] {collect_match_info.py:55} WARNING - 429 발생 - 2/5회 시도 중... 키 교체
[2025-03-09T09:39:35.048+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:35.604+0000] {collect_match_info.py:55} WARNING - 429 발생 - 3/5회 시도 중... 키 교체
[2025-03-09T09:39:35.605+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_1a9576030c5be59d1af81f68f313cb62a733ad7a26ff4aed0fe3dafbec5feab5efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:36.164+0000] {collect_match_info.py:55} WARNING - 429 발생 - 4/5회 시도 중... 키 교체
[2025-03-09T09:39:36.165+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5158b452e040b6f801cbae66cb00e98b9630d24495ce64667f793541e92fb1b9efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:36.722+0000] {collect_match_info.py:55} WARNING - 429 발생 - 5/5회 시도 중... 키 교체
[2025-03-09T09:39:36.723+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:37.224+0000] {collect_match_info.py:65} ERROR - 3회 재시도 실패 - url=https://open.api.nexon.com/fconline/v1/id?nickname=MU%EC%9C%A4%ED%9A%8C%EC%9E%A5
[2025-03-09T09:39:37.282+0000] {collect_match_info.py:55} WARNING - 429 발생 - 1/5회 시도 중... 키 교체
[2025-03-09T09:39:37.282+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:37.843+0000] {collect_match_info.py:55} WARNING - 429 발생 - 2/5회 시도 중... 키 교체
[2025-03-09T09:39:37.843+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_1a9576030c5be59d1af81f68f313cb62a733ad7a26ff4aed0fe3dafbec5feab5efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:38.398+0000] {collect_match_info.py:55} WARNING - 429 발생 - 3/5회 시도 중... 키 교체
[2025-03-09T09:39:38.398+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5158b452e040b6f801cbae66cb00e98b9630d24495ce64667f793541e92fb1b9efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:38.959+0000] {collect_match_info.py:55} WARNING - 429 발생 - 4/5회 시도 중... 키 교체
[2025-03-09T09:39:38.959+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:39.520+0000] {collect_match_info.py:55} WARNING - 429 발생 - 5/5회 시도 중... 키 교체
[2025-03-09T09:39:39.520+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:40.021+0000] {collect_match_info.py:65} ERROR - 3회 재시도 실패 - url=https://open.api.nexon.com/fconline/v1/id?nickname=%ED%8C%A8%EB%93%9C%EA%B0%9C%EC%97%AD%EA%B2%B9%EB%8B%A4%EC%A7%84%EC%A7%9C
[2025-03-09T09:39:40.076+0000] {collect_match_info.py:55} WARNING - 429 발생 - 1/5회 시도 중... 키 교체
[2025-03-09T09:39:40.076+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_1a9576030c5be59d1af81f68f313cb62a733ad7a26ff4aed0fe3dafbec5feab5efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:40.634+0000] {collect_match_info.py:55} WARNING - 429 발생 - 2/5회 시도 중... 키 교체
[2025-03-09T09:39:40.635+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5158b452e040b6f801cbae66cb00e98b9630d24495ce64667f793541e92fb1b9efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:41.190+0000] {collect_match_info.py:55} WARNING - 429 발생 - 3/5회 시도 중... 키 교체
[2025-03-09T09:39:41.190+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:41.751+0000] {collect_match_info.py:55} WARNING - 429 발생 - 4/5회 시도 중... 키 교체
[2025-03-09T09:39:41.752+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:42.313+0000] {collect_match_info.py:55} WARNING - 429 발생 - 5/5회 시도 중... 키 교체
[2025-03-09T09:39:42.313+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_1a9576030c5be59d1af81f68f313cb62a733ad7a26ff4aed0fe3dafbec5feab5efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:42.814+0000] {collect_match_info.py:65} ERROR - 3회 재시도 실패 - url=https://open.api.nexon.com/fconline/v1/id?nickname=%ED%8C%A8%EB%93%9C%EB%8A%94%ED%8C%94%EB%8F%8C%EB%B3%BC%EB%8F%8C
[2025-03-09T09:39:42.870+0000] {collect_match_info.py:55} WARNING - 429 발생 - 1/5회 시도 중... 키 교체
[2025-03-09T09:39:42.870+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5158b452e040b6f801cbae66cb00e98b9630d24495ce64667f793541e92fb1b9efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:43.428+0000] {collect_match_info.py:55} WARNING - 429 발생 - 2/5회 시도 중... 키 교체
[2025-03-09T09:39:43.429+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:43.987+0000] {collect_match_info.py:55} WARNING - 429 발생 - 3/5회 시도 중... 키 교체
[2025-03-09T09:39:43.988+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:44.544+0000] {collect_match_info.py:55} WARNING - 429 발생 - 4/5회 시도 중... 키 교체
[2025-03-09T09:39:44.544+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_1a9576030c5be59d1af81f68f313cb62a733ad7a26ff4aed0fe3dafbec5feab5efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:45.099+0000] {collect_match_info.py:55} WARNING - 429 발생 - 5/5회 시도 중... 키 교체
[2025-03-09T09:39:45.100+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5158b452e040b6f801cbae66cb00e98b9630d24495ce64667f793541e92fb1b9efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:45.600+0000] {collect_match_info.py:65} ERROR - 3회 재시도 실패 - url=https://open.api.nexon.com/fconline/v1/id?nickname=%EC%9C%A0%EB%8B%88%EC%8A%A4%EC%A0%95%EA%B0%90%EB%8F%85
[2025-03-09T09:39:45.663+0000] {collect_match_info.py:55} WARNING - 429 발생 - 1/5회 시도 중... 키 교체
[2025-03-09T09:39:45.663+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:46.222+0000] {collect_match_info.py:55} WARNING - 429 발생 - 2/5회 시도 중... 키 교체
[2025-03-09T09:39:46.223+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:46.778+0000] {collect_match_info.py:55} WARNING - 429 발생 - 3/5회 시도 중... 키 교체
[2025-03-09T09:39:46.779+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_1a9576030c5be59d1af81f68f313cb62a733ad7a26ff4aed0fe3dafbec5feab5efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:47.335+0000] {collect_match_info.py:55} WARNING - 429 발생 - 4/5회 시도 중... 키 교체
[2025-03-09T09:39:47.336+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5158b452e040b6f801cbae66cb00e98b9630d24495ce64667f793541e92fb1b9efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:47.890+0000] {collect_match_info.py:55} WARNING - 429 발생 - 5/5회 시도 중... 키 교체
[2025-03-09T09:39:47.890+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:48.391+0000] {collect_match_info.py:65} ERROR - 3회 재시도 실패 - url=https://open.api.nexon.com/fconline/v1/id?nickname=%EB%84%88%EC%97%90%EA%B2%8C%EB%A7%A1%EA%B8%B4%EB%8B%A4%EB%93%9C%EB%A9%98
[2025-03-09T09:39:48.449+0000] {collect_match_info.py:55} WARNING - 429 발생 - 1/5회 시도 중... 키 교체
[2025-03-09T09:39:48.450+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:49.007+0000] {collect_match_info.py:55} WARNING - 429 발생 - 2/5회 시도 중... 키 교체
[2025-03-09T09:39:49.008+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_1a9576030c5be59d1af81f68f313cb62a733ad7a26ff4aed0fe3dafbec5feab5efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:49.570+0000] {collect_match_info.py:55} WARNING - 429 발생 - 3/5회 시도 중... 키 교체
[2025-03-09T09:39:49.570+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5158b452e040b6f801cbae66cb00e98b9630d24495ce64667f793541e92fb1b9efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:50.128+0000] {collect_match_info.py:55} WARNING - 429 발생 - 4/5회 시도 중... 키 교체
[2025-03-09T09:39:50.129+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:50.688+0000] {collect_match_info.py:55} WARNING - 429 발생 - 5/5회 시도 중... 키 교체
[2025-03-09T09:39:50.688+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:51.189+0000] {collect_match_info.py:65} ERROR - 3회 재시도 실패 - url=https://open.api.nexon.com/fconline/v1/id?nickname=%EC%97%90%ED%94%BD
[2025-03-09T09:39:51.258+0000] {collect_match_info.py:55} WARNING - 429 발생 - 1/5회 시도 중... 키 교체
[2025-03-09T09:39:51.258+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_1a9576030c5be59d1af81f68f313cb62a733ad7a26ff4aed0fe3dafbec5feab5efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:51.821+0000] {collect_match_info.py:55} WARNING - 429 발생 - 2/5회 시도 중... 키 교체
[2025-03-09T09:39:51.822+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5158b452e040b6f801cbae66cb00e98b9630d24495ce64667f793541e92fb1b9efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:52.380+0000] {collect_match_info.py:55} WARNING - 429 발생 - 3/5회 시도 중... 키 교체
[2025-03-09T09:39:52.381+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:52.939+0000] {collect_match_info.py:55} WARNING - 429 발생 - 4/5회 시도 중... 키 교체
[2025-03-09T09:39:52.939+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:53.499+0000] {collect_match_info.py:55} WARNING - 429 발생 - 5/5회 시도 중... 키 교체
[2025-03-09T09:39:53.499+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_1a9576030c5be59d1af81f68f313cb62a733ad7a26ff4aed0fe3dafbec5feab5efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:54.000+0000] {collect_match_info.py:65} ERROR - 3회 재시도 실패 - url=https://open.api.nexon.com/fconline/v1/id?nickname=%EC%9D%B4%EC%81%9C%EC%9D%B4%EB%82%98%EA%B2%BD
[2025-03-09T09:39:54.059+0000] {collect_match_info.py:55} WARNING - 429 발생 - 1/5회 시도 중... 키 교체
[2025-03-09T09:39:54.059+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5158b452e040b6f801cbae66cb00e98b9630d24495ce64667f793541e92fb1b9efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:54.615+0000] {collect_match_info.py:55} WARNING - 429 발생 - 2/5회 시도 중... 키 교체
[2025-03-09T09:39:54.615+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:55.175+0000] {collect_match_info.py:55} WARNING - 429 발생 - 3/5회 시도 중... 키 교체
[2025-03-09T09:39:55.176+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:55.761+0000] {collect_match_info.py:55} WARNING - 429 발생 - 4/5회 시도 중... 키 교체
[2025-03-09T09:39:55.762+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_1a9576030c5be59d1af81f68f313cb62a733ad7a26ff4aed0fe3dafbec5feab5efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:56.319+0000] {collect_match_info.py:55} WARNING - 429 발생 - 5/5회 시도 중... 키 교체
[2025-03-09T09:39:56.320+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5158b452e040b6f801cbae66cb00e98b9630d24495ce64667f793541e92fb1b9efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:56.821+0000] {collect_match_info.py:65} ERROR - 3회 재시도 실패 - url=https://open.api.nexon.com/fconline/v1/id?nickname=%EB%8B%A4%ED%81%AC%EC%97%90%EB%8D%B4
[2025-03-09T09:39:56.875+0000] {collect_match_info.py:55} WARNING - 429 발생 - 1/5회 시도 중... 키 교체
[2025-03-09T09:39:56.875+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:57.431+0000] {collect_match_info.py:55} WARNING - 429 발생 - 2/5회 시도 중... 키 교체
[2025-03-09T09:39:57.432+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:57.988+0000] {collect_match_info.py:55} WARNING - 429 발생 - 3/5회 시도 중... 키 교체
[2025-03-09T09:39:57.989+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_1a9576030c5be59d1af81f68f313cb62a733ad7a26ff4aed0fe3dafbec5feab5efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:58.551+0000] {collect_match_info.py:55} WARNING - 429 발생 - 4/5회 시도 중... 키 교체
[2025-03-09T09:39:58.552+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5158b452e040b6f801cbae66cb00e98b9630d24495ce64667f793541e92fb1b9efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:59.109+0000] {collect_match_info.py:55} WARNING - 429 발생 - 5/5회 시도 중... 키 교체
[2025-03-09T09:39:59.110+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:39:59.611+0000] {collect_match_info.py:65} ERROR - 3회 재시도 실패 - url=https://open.api.nexon.com/fconline/v1/id?nickname=SIUUUUUUWOO
[2025-03-09T09:39:59.682+0000] {collect_match_info.py:55} WARNING - 429 발생 - 1/5회 시도 중... 키 교체
[2025-03-09T09:39:59.682+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:40:00.274+0000] {collect_match_info.py:55} WARNING - 429 발생 - 2/5회 시도 중... 키 교체
[2025-03-09T09:40:00.276+0000] {collect_match_info.py:35} WARNING - 429 발생으로 API 키 교체...새로운 키: test_1a9576030c5be59d1af81f68f313cb62a733ad7a26ff4aed0fe3dafbec5feab5efe8d04e6d233bd35cf2fabdeb93fb0d
[2025-03-09T09:40:00.833+0000] {collect_match_info.py:55} WARNING - 429 발생 - 3/5회 시도 중... 키 교체
